WK,SLPR_ID,NM,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP PCT,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,1DRR,DB,YDS(t),CPOE,EPA/DB,VS,vsRK,INJ,PROJ,FPOE
14,2306,Jameis Winston,QB,31.7,NYG,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,12520,Xavier Restrepo,WR,23.5,TEN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ CLE,28,Q,Q,Q
14,11599,Cade Stover,TE,25.3,HOU,999.0,999,999,0,0,0,1,1,1,70,20,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,29.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ KC,27,·,1.9,-1.9
14,2505,Darren Waller,TE,33.0,MIA,37.0,35,32,2.7,2.2,1.7,1,1,0,65,24,0,0.0,0,0,0,0,0,0,0.00,4,0,0,0,0.00,0.00,1,10,0,1,0,3,3,13,13.0,4.3,1,0,1,17,0,NA,4,4,37.0%,NA,NA,NA,1,NA,2,4,0.500,2.0,12,14.3%,1.08,0,NA,NA,NA,NA,NA,0.083,NA,17,NA,NA,@ NYJ,17,·,8.4,-5.7
14,11616,Jacob Cowing,WR,24.6,SF,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,4993,Mike Gesicki,TE,30.0,CIN,2.0,2,2,20.6,17.6,14.6,1,1,0,60,25,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,67,0,4,1,6,19,86,14.3,14.3,0,0,0,86,0,NA,0,0,42.0%,NA,NA,NA,0,NA,5,6,0.833,5.0,16,16.7%,5.38,0,NA,NA,NA,NA,NA,0.250,NA,86,NA,NA,@ BUF,32,·,5.5,15.1
14,12516,Kalel Mullings,RB,23.0,TEN,999.0,999,999,0,0,0,1,0,0,66,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ CLE,25,·,·,·
14,8207,Tyler Goodson,RB,24.9,IND,999.0,999,999,0,0,0,1,1,0,70,1,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,1.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ JAX,29,·,0.6,-0.6
14,8147,John Metchie,WR,25.2,NYJ,42.0,45,47,7.4,5.4,3.4,1,1,1,58,56,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,12,1,1,0,8,22,34,8.5,4.3,0,0,0,34,0,NA,0,0,97.0%,NA,NA,NA,0,NA,1,8,0.125,1.0,37,23.5%,0.92,0,NA,NA,NA,NA,NA,0.027,NA,34,NA,NA,vs MIA,25,·,10.9,-3.5
14,12472,Raheim Sanders,RB,23.3,CLE,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs TEN,9,OUT,OUT,OUT
14,3271,Tyler Higbee,TE,32.7,LAR,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ ARI,11,IR,IR,IR
14,5970,Greg Dortch,WR,27.3,ARI,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs LAR,16,IR,IR,IR
14,5955,Hunter Renfrow,WR,29.8,CAR,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,8129,Dameon Pierce,RB,25.6,HOU,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ KC,26,·,·,·
14,11439,Jaleel McLaughlin,RB,25.0,DEN,47.0,48,48,4.1,3.6,3.1,1,1,0,74,10,0,0.0,0,0,0,0,0,0,0.00,22,0,0,0,0.00,0.00,1,1,0,1,0,1,8,9,9.0,9.0,4,0,1,31,0,13,22,5.5,14.0%,1,3.30,0.250,1,0.580,2,5,0.400,2.0,NA,2.6%,NA,0,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,@ LV,12,·,5.6,-1.5
14,12634,Jordan Watkins,WR,23.6,SF,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,10871,Luke Schoonmaker,TE,27.0,DAL,41.0,41,39,2.2,1.7,1.2,1,1,1,82,17,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,12,0,1,0,2,0,12,12.0,6.0,0,0,0,12,0,NA,0,0,21.0%,NA,NA,NA,0,NA,1,2,0.500,1.0,8,4.3%,1.50,0,NA,NA,NA,NA,NA,0.125,NA,12,NA,NA,@ DET,22,·,1.3,0.9
14,11834,Devaughn Vele,WR,27.8,NO,47.0,44,42,7,5.5,4,1,1,0,58,54,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,32,0,3,0,5,8,40,13.3,8.0,0,0,0,40,0,NA,0,0,93.0%,NA,NA,NA,0,NA,3,5,0.600,3.0,22,25.0%,1.82,0,NA,NA,NA,NA,NA,0.136,NA,40,NA,NA,@ TB,11,·,9.7,-2.7
14,6151,Miles Sanders,RB,28.4,DAL,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ DET,31,IR,IR,IR
14,10231,Elijah Higgins,TE,24.9,ARI,57.0,57,999,1,0.5,0,1,1,1,62,41,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,-3,0,0,0,1,3,0,0.0,0.0,0,0,0,0,0,NA,0,0,66.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,31,2.3%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,vs LAR,19,·,4.3,-3.3
14,12738,Phil Mafah,RB,22.9,DAL,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ DET,31,IR,IR,IR
14,11579,Audric Estime,RB,22.1,PHI,65.0,61,57,1.1,1.1,1.1,1,1,0,58,10,0,0.0,0,0,0,0,0,0,0.00,11,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,3,0,1,11,0,NA,11,3.67,17.0%,NA,NA,NA,1,NA,1,3,0.333,1.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,@ LAC,20,·,0.8,0.3
14,6865,Colby Parkinson,TE,26.7,LAR,11.0,10,7,12.2,10.7,9.2,1,1,1,70,48,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,9,0,1,1,5,23,32,10.7,6.4,0,0,0,32,0,NA,0,0,69.0%,NA,NA,NA,0,NA,2,5,0.400,2.0,21,16.1%,1.52,0,NA,NA,NA,NA,NA,0.048,NA,32,NA,NA,@ ARI,11,·,5.5,6.7
14,12515,Donovan Edwards,RB,22.6,WAS,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ MIN,19,·,·,·
14,8208,Tyler Badie,RB,25.6,DEN,52.0,52,53,3.1,2.6,2.1,1,1,0,74,12,0,0.0,0,0,0,0,0,0,0.00,16,0,0,0,0.00,0.00,1,-4,0,0,0,1,9,5,5.0,5.0,4,0,1,21,0,14,16,4,16.0%,1,3.50,0.250,1,0.600,1,5,0.200,1.0,NA,2.6%,NA,0,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,@ LV,12,·,2.9,0.2
14,8225,Daniel Bellinger,TE,25.0,NYG,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,12539,Arian Smith,WR,24.0,NYJ,999.0,999,999,0,0,0,1,1,0,58,1,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,2.0%,NA,NA,NA,0,NA,0,0,NA,0.0,1,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,vs MIA,25,·,0.5,-0.5
14,4234,Noah Brown,WR,29.7,WAS,79.0,77,69,2.9,2.4,1.9,1,1,1,52,32,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,19,0,1,0,2,0,19,19.0,9.5,0,0,0,19,0,NA,0,0,62.0%,NA,NA,NA,0,NA,1,2,0.500,1.0,25,8.3%,0.76,0,NA,NA,NA,NA,NA,0.040,NA,19,NA,NA,@ MIN,31,·,3.3,-0.4
14,11370,Chris Brooks,RB,25.7,GB,61.0,62,65,1.6,1.1,0.6,1,1,0,53,8,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,-5,0,0,0,1,11,6,6.0,6.0,0,0,0,6,0,0,0,0,15.0%,1,0.00,NA,0,NA,0,1,0.000,0.0,NA,4.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,vs CHI,17,·,2.4,-0.8
14,6130,Devin Singletary,RB,28.1,NYG,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,6943,Gabriel Davis,WR,26.5,BUF,62.0,64,66,4.1,3.1,2.1,1,1,1,64,37,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,21,0,1,0,2,0,21,10.5,10.5,0,0,0,21,0,NA,0,0,58.0%,NA,NA,NA,0,NA,1,2,0.500,1.0,27,7.1%,0.78,0,NA,NA,NA,NA,NA,0.037,NA,21,NA,NA,vs CIN,27,·,6.6,-2.5
14,6945,Antonio Gibson,RB,27.3,NE,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,4082,Curtis Samuel,WR,29.1,BUF,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs CIN,27,IR,IR,IR
14,7496,Nick Westbrook-Ikhine,WR,28.5,MIA,999.0,999,999,0,0,0,1,1,0,65,22,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,34.0%,NA,NA,NA,0,NA,0,0,NA,0.0,7,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,@ NYJ,23,·,4.8,-4.8
14,5096,Ray-Ray McCloud,WR,29.0,ATL,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs SEA,12,·,·,·
14,5010,Will Dissly,TE,29.2,LAC,56.0,56,57,1.1,0.6,0.1,1,1,0,74,27,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,1,0,0,0,1,0,1,1.0,1.0,0,0,0,1,0,NA,0,0,36.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,6,0.0%,0.17,0,NA,NA,NA,NA,NA,0.000,NA,1,NA,NA,vs PHI,30,·,0.2,0.9
14,8139,Zamir White,RB,26.0,LV,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs DEN,27,·,0.1,-0.1
14,1166,Kirk Cousins,QB,37.1,ATL,27.0,27,27,4.48,4.48,4.48,1,1,1,64,64,0,50.0,66,30,15,6,15,2,38.50,162,1,0,162,5.40,10.80,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,100.0%,NA,NA,NA,0,NA,6,30,NA,NA,NA,NA,NA,6,20.0%,2.52,13.3%,32.3%,6.90,NA,31,162,-9.1%,-0.57,vs SEA,12,·,16.5,-12.0
14,11633,Jamari Thrash,WR,24.8,CLE,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs TEN,8,OUT,OUT,OUT
14,8122,Zonovan Knight,RB,24.5,ARI,40.0,41,46,6.4,4.9,3.4,1,1,1,62,29,0,0.0,0,0,0,0,0,0,0.00,16,0,0,0,0.00,0.00,3,4,0,1,0,6,14,18,6.0,3.0,7,0,1,34,0,18,16,2.29,47.0%,0,2.60,0.000,1,0.260,2,13,0.154,2.0,NA,13.6%,NA,0,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,vs LAR,30,·,11.8,-5.4
14,7538,Zach Wilson,QB,26.2,MIA,32.0,32,32,-0.2,-0.2,-0.2,1,1,0,65,7,0,0.0,0,0,0,0,0,0,0.00,-2,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0,-2,0,NA,-2,-1,11.0%,NA,NA,NA,0,NA,0,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,@ NYJ,14,·,·,·
14,11592,Erick All,TE,25.0,CIN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ BUF,32,PUP,PUP,PUP
14,10225,Jonathan Mingo,WR,24.4,DAL,999.0,999,999,0,0,0,1,1,0,82,17,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,1,0,0,1,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,21.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,12,2.1%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,@ DET,2,·,·,·
14,1689,Adam Thielen,WR,35.1,MIN,94.0,94,94,1.4,0.9,0.4,1,1,1,52,25,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,3,0,0,0,1,1,4,4.0,4.0,0,0,0,4,0,NA,0,0,48.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,10,2.9%,0.40,0,NA,NA,NA,NA,NA,0.000,NA,4,NA,NA,vs WAS,5,·,3.1,-1.7
14,11299,Zavier Scott,RB,26.2,MIN,53.0,53,54,3,2.5,2,1,1,0,64,6,0,0.0,0,0,0,0,0,0,0.00,15,0,0,0,0.00,0.00,1,-6,0,0,0,1,11,5,5.0,5.0,3,0,1,20,0,15,15,5,9.0%,0,5.10,0.000,1,0.510,1,4,0.250,1.0,NA,4.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,vs WAS,3,·,1.6,1.4
14,11256,Tyson Bagent,QB,25.3,CHI,999.0,999,999,0,0,0,1,0,0,70,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ GB,27,·,·,·
14,7601,Rondale Moore,WR,25.3,MIN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs WAS,5,IR,IR,IR
14,11645,Javon Baker,WR,23.6,PHI,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ LAC,32,·,·,·
14,8230,Ty Chandler,RB,27.4,MIN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs WAS,3,IR,IR,IR
14,3286,Demarcus Robinson,WR,31.0,SF,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,8160,Kenny Pickett,QB,27.3,LV,25.0,25,24,8.48,8.48,8.48,1,1,0,50,13,0,72.7,86,11,8,3,3,0,129.70,103,1,1,97,8.82,12.13,0,0,0,0,0,0,0,0,0.0,0.0,1,0,1,6,0,NA,6,6,26.0%,NA,NA,NA,1,NA,5,12,NA,NA,NA,NA,NA,4,36.4%,3.03,18.2%,38.5%,9.30,NA,13,103,+15.9%,+0.13,vs DEN,29,·,·,·
14,5133,Tyler Conklin,TE,30.2,LAC,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs PHI,30,·,0.7,-0.7
14,7561,Elijah Mitchell,RB,27.4,KC,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs HOU,22,·,·,·
14,12470,Riley Leonard,QB,23.0,IND,21.0,21,21,11.3,11.3,11.3,1,1,0,70,54,0,62.1,76,29,18,8,11,1,60.30,150,1,0,145,5.00,8.06,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0,5,1,NA,5,2.5,77.0%,NA,NA,NA,1,NA,9,31,NA,NA,NA,NA,NA,8,27.6%,2.77,6.9%,32.3%,6.20,NA,31,150,-1.4%,-0.11,@ JAX,10,·,·,·
14,7595,Tylan Wallace,WR,26.4,BAL,999.0,999,999,0,0,0,1,1,0,80,3,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,4.0%,NA,NA,NA,0,NA,0,0,NA,0.0,1,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,vs PIT,6,·,1.7,-1.7
14,11570,Rasheen Ali,RB,24.6,BAL,50.0,54,56,3.3,2.3,1.3,1,1,0,80,27,0,0.0,0,0,0,0,0,0,0.00,2,0,0,0,0.00,0.00,2,-2,0,0,0,3,13,11,5.5,3.7,1,0,0,13,0,3,2,2,34.0%,1,3.40,1.000,0,1.340,0,4,0.000,0.0,NA,8.6%,NA,0,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,vs PIT,23,·,2.8,0.5
14,10214,Davis Allen,TE,24.6,LAR,26.0,26,26,4.1,3.1,2.1,1,1,0,70,50,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,1,0,1,0,2,20,21,10.5,10.5,0,0,0,21,0,NA,0,0,71.0%,NA,NA,NA,0,NA,1,2,0.500,1.0,16,6.5%,1.31,0,NA,NA,NA,NA,NA,0.063,NA,21,NA,NA,@ ARI,11,·,2.5,1.6
14,10867,Jake Bobo,WR,27.2,SEA,999.0,999,999,0,0,0,1,1,0,61,10,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,16.0%,NA,NA,NA,0,NA,0,0,NA,0.0,2,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,@ ATL,13,·,0.1,-0.1
14,8162,Sam Howell,QB,25.0,PHI,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ LAC,30,·,·,·
14,6938,Cam Akers,RB,26.3,MIN,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs WAS,3,OUT,OUT,OUT
14,11617,Malachi Corley,WR,23.5,CLE,100.0,99,99,0.2,0.2,0.2,1,1,1,69,4,0,0.0,0,0,0,0,0,0,0.00,2,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,2,0,NA,2,2,6.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,2,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,2,NA,NA,vs TEN,8,·,3.1,-2.9
14,1234,Russell Wilson,QB,36.8,NYG,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
